gene_name,Inter_16,Inter_17,Inter_18,Mature_25,Mature_26,Early_01,Early_02,Early_03,Early_04,Early_0A
Cc000536,45,57,35,54,28,45,38,52,55,81
Cc000537,11,22,5,13,8,11,5,16,25,15
Cc000538,0,2,1,1,6,6,0,1,3,5
Cc000539,4,1,2,7,0,8,0,9,10,10
Cc000540,55,61,64,42,14,120,172,174,105,184
Cc000541,2,3,2,1,4,3,8,0,4,3
Cc000542,0,1,0,0,0,2,0,2,0,1
Cc000543,188,193,120,1179,432,116,858,262,676,528
Cc000544,21,37,18,97,55,20,106,33,72,59
Cc000545,27,24,24,31,14,40,39,66,41,46
Cc000546,0,0,0,0,0,0,0,0,1,0
Cc000547,2,3,0,5,4,4,1,2,0,13
Cc000548,29,9,23,27,14,30,49,53,39,26
Cc000549,9,12,13,29,20,12,16,19,18,19
Cc000550,5,3,4,3,2,1,5,11,3,6
Cc000551,68,91,123,165,68,169,258,286,227,281
Cc000552,36,24,42,54,22,68,59,80,66,87
Cc000553,231,233,273,408,336,372,831,873,688,616
Cc000554,0,1,2,5,3,4,4,2,3,6
Cc000555,12,7,8,14,26,32,20,31,53,53
Cc000556,9,3,3,9,2,2,0,23,6,11
Cc000557,0,0,0,1,0,0,0,0,0,0
Cc000558,1,2,0,6,2,5,3,2,3,5
Cc000559,5,5,19,34,29,16,23,15,19,38
Cc000560,3,1,0,4,0,2,7,3,2,1
Cc000561,46,61,70,96,50,142,106,236,160,189
Cc000562,3,2,4,4,2,2,2,3,6,2
Cc000563,7,5,6,11,2,16,1,13,9,17
Cc000564,5,6,2,4,3,13,5,6,7,5
Cc000565,0,0,0,1,0,8,0,0,0,0
Cc000566,0,0,0,0,0,0,0,3,0,0
Cc000567,15,13,10,24,11,169,7,13,15,18
Cc000568,2,4,3,5,2,8,2,6,5,14
Cc000569,39,40,40,58,53,20,96,133,64,102
Cc000570,5,0,3,7,5,2,8,8,3,10
Cc000571,39,46,78,87,51,124,138,78,88,98
Cc000572,26,43,26,39,11,44,59,49,65,41
Cc000573,0,0,0,0,0,1,0,2,0,0
Cc000574,37,43,29,87,19,28,73,82,66,109
Cc000575,25,33,40,46,8,43,28,87,42,63
Cc000576,4,3,3,1,4,5,16,25,18,10
Cc000577,7,3,4,10,3,15,14,30,4,10
Cc000578,23,28,22,23,14,35,127,70,36,40
Cc000579,0,0,0,0,0,0,0,0,0,0
Cc000580,0,4,7,24,1,4,5,9,10,11
Cc000581,2,2,2,0,1,7,20,11,2,18
Cc000582,2,2,4,5,9,6,3,45,40,24
Cc000583,7,9,26,44,7,88,52,174,73,115
Cc000584,14,5,9,12,11,11,0,13,37,15
Cc000585,3,3,4,14,1,28,86,95,23,62
Cc000586,7,9,5,8,0,14,9,7,3,11
Cc000587,0,0,0,0,0,0,0,0,0,0
Cc000588,9,14,15,72,19,16,48,33,23,37
Cc000589,8,6,2,10,6,51,9,20,3,22
Cc000590,0,0,1,0,0,8,1,3,4,0
Cc000591,23,20,14,31,12,38,41,38,22,49
Cc000592,9,22,15,30,26,2,25,49,24,61
Cc000593,2,1,3,6,7,3,5,16,22,16
Cc000594,7,2,3,12,4,13,5,2,4,9
Cc000595,4,5,4,3,1,0,0,0,4,4
Cc000596,135,146,141,796,487,223,491,353,276,820
Cc000597,2,0,0,4,1,25,5,4,2,7
Cc000598,4,4,1,10,3,3,8,5,2,9
Cc000599,4,5,3,17,6,6,6,9,12,14
Cc000600,21,27,25,40,19,29,90,41,89,43
Cc000601,7,3,6,29,17,9,6,16,7,23
Cc000602,47,63,58,77,20,79,108,163,76,175
Cc000603,2,12,12,7,2,8,6,10,18,12
Cc000604,41,50,67,194,83,117,236,164,155,214
Cc000605,41,39,44,74,28,61,80,76,84,71
Cc000606,20,22,29,42,6,43,41,36,56,48
Cc000607,28,50,33,123,62,28,32,75,64,127
Cc000608,12,23,18,9,3,33,7,32,25,17
Cc000609,0,0,0,2,0,2,0,3,1,3
Cc000610,82,99,70,100,35,96,169,124,122,168
Cc000611,85,139,135,178,60,84,319,174,250,250
Cc000612,33,42,41,108,39,71,78,215,150,134
Cc000613,3,3,3,6,0,3,5,7,11,8
Cc000614,32,33,56,20,10,78,22,127,32,84
Cc000615,10,16,25,18,6,19,35,43,21,40
Cc000616,28,33,36,37,41,26,66,42,45,41
Cc000617,5,2,5,1,6,7,22,7,7,17
Cc000618,3,7,4,13,10,17,31,13,10,8
Cc000619,0,0,0,4,10,34,0,4,2,1
Cc000620,11,6,4,6,12,8,5,10,11,15
Cc000621,3,3,2,3,2,7,13,13,6,4
Cc000622,1,10,6,5,0,0,4,7,25,4
Cc000623,0,0,1,0,0,0,0,0,1,1
Cc000624,18,26,35,30,13,50,37,80,82,38
Cc000625,3,5,8,8,3,6,14,7,2,14
Cc000626,33,40,41,46,23,31,29,78,67,74
Cc000627,63,39,44,25,15,112,64,128,59,93
Cc000628,1,1,0,1,0,0,0,1,1,0
Cc000629,2,2,1,4,2,3,0,0,0,10
Cc000630,17,10,10,41,14,31,51,26,18,27
Cc000631,11,8,1,26,3,7,23,15,13,19
Cc000632,294,414,537,1227,309,38,1370,645,703,876
Cc000633,2,7,3,8,7,0,6,7,5,11
Cc000634,0,1,1,1,0,2,0,2,1,0
Cc000635,1,0,1,1,2,0,0,0,0,1
Cc000636,2,8,7,10,4,24,9,13,9,19
Cc000637,0,0,0,0,0,16,0,1,0,1
Cc000638,1,3,2,2,8,4,2,10,4,10
Cc000639,1,1,0,4,0,4,2,8,7,4
Cc000640,1,0,0,1,0,1,1,0,0,1
Cc000641,1,0,1,1,0,3,0,1,1,7
Cc000642,7,9,4,10,2,8,15,8,5,19
Cc000643,34,31,35,251,143,89,120,87,78,205
Cc000644,22,20,26,42,37,29,60,42,28,67
Cc000645,0,1,0,2,1,0,2,1,0,1
Cc000646,0,0,0,0,0,0,0,0,0,0
Cc000647,1,1,2,0,0,2,1,6,0,4
Cc000648,37,31,68,82,53,62,99,149,84,152
Cc000649,39,42,36,89,20,51,125,62,108,79
Cc000650,8,13,6,13,3,11,11,23,24,15
Cc000651,0,0,0,0,0,0,0,0,0,0
Cc000652,9,13,3,18,2,72,40,43,70,19
Cc000653,4,2,2,34,4,5,4,12,3,11
Cc000654,8,15,2,11,0,10,59,12,4,19
Cc000655,20,27,24,34,5,34,58,23,38,52
Cc000656,4,5,3,0,3,4,5,4,1,5
Cc000657,3,3,1,8,6,5,2,10,10,10
Cc000658,6,2,1,2,0,48,0,3,1,4
Cc000659,59,93,56,70,27,193,98,116,68,142
Cc000660,0,0,0,0,0,6,3,8,2,0
Cc000661,5,10,11,13,10,18,18,18,24,13
Cc000662,2,0,3,0,0,3,0,4,1,1
Cc000663,1,0,0,6,4,2,6,4,7,8
Cc000664,2,1,4,1,5,0,14,4,2,6
Cc000665,1,10,5,6,5,13,11,17,1,19
Cc000666,2,3,2,5,0,0,3,11,11,2
Cc000667,1,3,2,6,1,0,2,0,2,1
Cc000668,1,3,1,3,3,0,0,0,2,4
Cc000669,0,0,0,2,1,3,0,2,1,0
Cc000670,3,5,6,10,11,8,19,20,16,41
Cc000671,1,0,1,0,0,3,1,5,1,4
Cc000672,102,98,87,172,36,327,184,185,252,213
Cc000673,2,0,1,13,2,1,2,10,3,12
Cc000674,51,38,44,98,29,82,105,132,82,98
Cc000675,1,1,1,0,1,4,0,3,6,8
Cc000676,1,1,3,2,0,1,3,0,2,3
Cc000677,2,2,2,1,0,1,3,6,2,4
Cc000678,1,1,3,6,3,23,3,3,1,5
Cc000679,4,8,2,20,3,0,11,10,14,16
Cc000680,0,0,0,0,0,1,0,0,1,0
Cc000681,1,0,0,0,0,1,0,0,0,1
Cc000682,6,8,7,24,11,14,4,10,40,39
Cc000683,17,28,7,109,54,33,42,25,56,74
Cc000684,33,24,26,77,21,40,122,84,79,55
Cc000685,17,29,40,75,30,60,73,95,46,126
Cc000686,9,6,13,31,31,21,19,33,15,33
Cc000687,1,1,1,6,9,29,8,2,9,6
Cc000688,0,0,0,0,0,1,0,0,0,2
Cc000689,7,14,8,26,6,51,5,21,3,28
Cc000690,4,15,9,11,1,180,10,17,4,21
Cc000691,19,30,15,62,42,44,25,51,31,95
Cc000692,0,0,0,0,0,0,0,0,0,0
Cc000693,122,142,60,202,163,132,145,103,113,214
Cc000694,8,11,13,89,33,42,75,24,24,40
Cc000695,0,0,0,0,0,0,0,0,0,0
Cc000696,3,1,1,7,1,0,0,0,5,2
Cc000697,50,53,57,44,17,106,55,114,91,85
Cc000698,54,54,62,87,37,80,176,136,127,194
Cc000699,0,0,0,1,0,2,0,0,0,8
Cc000700,136,165,184,118,61,318,239,377,165,264
Cc000701,11,14,10,36,13,11,16,17,23,15
Cc000702,22,20,32,42,13,26,59,66,18,68
Cc000703,0,0,0,0,0,0,0,0,0,0
Cc000704,29,28,6,43,14,11,23,19,22,58
Cc000705,17,16,9,53,18,4,8,14,6,29
Cc000706,4,4,3,21,3,1,14,11,10,17
Cc000707,10,6,4,10,10,5,7,18,30,18
Cc000708,45,57,33,75,40,31,51,83,76,111
Cc000709,6,1,3,5,1,9,4,4,5,7
Cc000710,0,0,0,0,0,0,0,0,0,0
Cc000711,13,14,13,38,18,7,39,14,26,22
Cc000712,39,64,41,234,62,59,80,103,75,241
Cc000713,3,4,1,5,6,2,1,3,0,9
Cc000714,10,9,8,27,14,11,41,17,13,26
Cc000715,6,4,0,10,3,3,9,11,10,7
Cc000716,33,67,40,38,22,67,56,56,88,72
Cc000717,2,0,0,0,3,9,0,25,1,0
Cc000718,0,0,0,0,5,8,5,11,3,6
Cc000719,5,15,12,14,10,14,23,31,27,18
Cc000720,19,21,16,56,30,41,92,46,73,57
Cc000721,6,2,9,22,11,39,12,73,33,116
Cc000722,1,0,0,0,0,0,0,0,0,0
Cc000723,0,0,0,0,0,0,0,1,0,0
Cc000724,0,0,2,0,0,2,0,1,1,3
Cc000725,13,11,6,31,15,5,26,30,23,43
Cc000726,2,0,0,11,1,1,1,4,19,7
Cc000727,5,5,7,16,4,4,23,8,12,28
Cc000728,6,8,3,26,10,9,15,23,20,35
Cc000729,0,0,0,1,0,0,0,0,0,0
Cc000730,150,178,170,236,244,219,785,344,338,294
Cc000731,32,39,34,246,140,129,176,48,70,208
Cc000732,13,11,3,12,4,4,3,26,12,30
Cc000733,136,112,160,351,84,60,832,434,190,507
Cc000734,2,5,6,5,1,0,16,3,11,8
Cc000735,1,0,0,0,0,2,1,0,0,0
Cc000736,0,0,0,0,0,1,0,0,0,0
Cc000737,0,0,0,0,0,1,1,2,1,3
Cc000738,17,15,22,46,18,17,15,33,4,53
Cc000739,6,5,2,2,1,6,3,11,5,13
Cc000740,0,0,0,0,0,0,0,0,0,0
Cc000741,0,0,0,0,0,0,0,0,0,0
Cc000742,0,0,1,2,0,2,0,0,2,7
Cc000743,0,0,0,0,0,0,0,3,2,2
Cc000744,1,1,0,0,0,0,0,1,0,0
Cc000745,9,3,3,2,1,6,9,10,6,5
Cc000746,2,1,1,4,1,2,3,9,6,4
Cc000747,5,5,13,7,2,3,3,5,9,5
Cc000748,3,2,1,3,2,6,9,9,14,8
Cc000749,4,3,4,7,5,9,7,4,18,4
Cc000750,1,0,0,0,0,1,0,0,2,3
Cc000751,0,0,0,0,1,2,0,0,1,3
Cc000752,14,7,14,9,4,20,5,23,12,24
Cc000753,46,55,59,40,32,36,42,109,52,88
Cc000754,2,7,3,9,10,3,5,3,12,7
Cc000755,0,1,0,6,5,6,0,0,3,3
Cc000756,8,8,3,33,19,23,15,25,26,30
Cc000757,16,15,14,39,19,29,60,28,23,53
Cc000758,3,4,1,7,12,6,0,14,7,8
Cc000759,7,18,7,37,17,7,27,38,11,60
Cc000760,6,11,4,9,6,8,17,5,11,18
Cc000761,24,24,27,20,7,34,35,69,42,29
Cc000762,0,0,0,0,0,1,0,0,0,1
Cc000763,83,109,134,135,20,35,325,106,120,174
Cc000764,1,1,0,1,0,0,1,0,1,7
Cc000765,7,0,1,1,4,0,0,0,6,6
Cc000766,10,13,8,17,1,12,18,29,31,10
Cc000767,33,33,31,93,21,44,47,62,46,91
Cc000768,20,23,19,15,9,22,145,47,26,70
Cc000769,23,31,26,79,58,45,108,61,48,78
Cc000770,1,0,0,1,0,3,2,1,3,3
Cc000771,1,4,1,0,0,6,3,5,2,3
Cc000772,2,2,2,5,3,2,2,4,5,8
Cc000773,163,167,123,540,518,383,549,274,267,471
Cc000774,95,125,83,142,67,174,220,167,65,125
Cc000775,0,0,0,0,0,0,0,0,0,0
Cc000776,27,35,24,90,98,42,70,74,47,89
Cc000777,41,52,59,159,100,165,121,155,95,259
Cc000778,71,49,89,155,103,166,316,235,214,247
Cc000779,14,23,36,109,74,52,67,54,38,129
Cc000780,0,0,0,0,0,0,0,0,0,0
Cc000781,16,8,19,18,4,59,14,15,11,29
Cc000782,1,2,0,2,16,0,1,6,2,1
Cc000783,4,4,1,7,1,3,5,2,3,8
Cc000784,20,16,9,46,21,22,12,33,21,23
Cc000785,0,0,0,0,0,1,0,0,0,1
Cc000786,12,21,16,58,103,24,79,49,60,114
Cc000787,4,4,5,18,5,1,10,2,0,13
Cc000788,3,3,0,5,28,10,3,20,0,16
Cc000789,1,0,1,2,1,10,2,0,0,2
Cc000790,60,73,83,91,48,127,196,165,73,137
Cc000791,15,18,42,25,12,11,35,195,70,100
Cc000792,7,9,14,29,18,11,23,14,11,18
Cc000793,2,5,6,2,2,2,81,10,3,10
Cc000794,28,28,17,67,26,24,42,22,21,60
Cc000795,3,1,3,22,5,1232,102,366,56,18
Cc000796,0,0,1,0,1,229,13,180,19,0
Cc000797,0,0,0,0,0,0,0,0,0,0
Cc000798,3,3,0,9,4,4,0,5,10,4
Cc000799,21,17,24,66,65,48,29,61,45,52
Cc000800,21,32,15,25,19,29,26,19,35,51
Cc000801,1,1,2,13,3,1,14,4,6,6
Cc000802,8,8,7,25,15,16,39,11,13,19
Cc000803,0,1,0,2,0,0,0,2,0,1
Cc000804,0,0,3,7,4,2,1,1,3,0
Cc000805,0,0,0,0,0,0,0,0,0,0
Cc000806,0,0,0,0,0,0,0,0,0,1
Cc000807,28,26,29,26,28,127,31,79,76,40
Cc000808,0,0,0,1,0,0,0,1,0,2
Cc000809,119,139,158,619,735,0,301,392,380,962
Cc000810,199,88,77,707,698,0,264,245,212,679
Cc000811,10,21,10,26,5,15,33,19,20,36
Cc000812,0,0,0,0,1,0,1,2,0,3
Cc000813,0,0,0,0,0,0,0,0,0,0
Cc000814,3,2,1,10,1,0,3,2,6,6
Cc000815,7,20,5,16,12,20,24,15,19,21
Cc000816,6,5,4,5,2,13,15,9,1,12
Cc000817,1,0,1,7,1,3,3,3,0,4
Cc000818,15,11,14,31,3,14,22,7,7,45
Cc000819,3,3,4,3,2,4,6,2,7,2
Cc000820,12,9,4,23,34,1,14,8,30,39
Cc000821,15,11,2,21,12,14,11,27,28,38
Cc000822,23,34,24,80,36,57,24,71,84,78
Cc000823,0,0,0,0,0,1,0,0,0,1
Cc000824,0,1,2,0,1,4,0,0,1,1
Cc000825,0,0,0,0,0,0,0,0,0,0
Cc000826,5,13,11,19,7,50,18,28,17,27
Cc000827,3,4,1,7,5,0,0,3,7,6
Cc000828,3,1,0,0,1,0,0,0,0,3
Cc000829,0,0,0,0,0,0,0,0,0,0
Cc000830,26,38,34,34,14,64,22,94,37,69
Cc000831,2,1,4,3,3,25,9,4,6,27
Cc000832,0,0,1,11,2,21,16,13,8,21
Cc000833,7,6,10,17,23,20,20,19,28,22
Cc000834,36,52,38,97,65,87,86,91,62,149
Cc000835,2,6,0,9,4,15,12,5,2,5
Cc000836,30,35,19,59,30,108,4,49,22,61
Cc000837,13,17,5,12,32,5,3,19,4,27
Cc000838,2,4,4,6,1,4,4,2,7,4
Cc000839,76,94,65,178,142,91,116,96,87,199
Cc000840,1,3,0,0,0,0,0,0,0,0
Cc000841,0,0,0,0,0,1,0,0,0,0
Cc000842,3,2,0,2,0,6,9,0,0,3
Cc000843,0,0,0,0,0,2,0,0,0,0
Cc000844,14,12,14,35,13,44,66,72,12,43
Cc000845,32,14,23,25,8,53,31,54,26,64
Cc000846,5,10,10,14,8,2,8,25,22,15
Cc000847,0,0,1,0,0,1,0,5,4,7
Cc000848,25,27,39,81,32,62,89,144,109,95
Cc000849,0,0,1,4,0,0,2,8,3,12
Cc000850,0,0,0,0,0,1,0,0,0,1
Cc000851,10,10,22,41,12,30,36,46,35,30
Cc000852,57,51,85,83,27,118,114,147,66,161
Cc000853,7,7,12,33,21,18,48,27,23,36
Cc000854,0,0,1,0,0,1,0,0,1,2
Cc000855,36,29,26,10,3,86,24,69,20,38
Cc000856,11,13,17,13,9,61,22,42,39,53
Cc000857,3,0,1,0,1,0,8,10,5,7
Cc000858,11,7,4,27,28,22,5,21,15,43
Cc000859,5,5,7,16,3,16,37,18,15,34
Cc000860,13,25,25,34,24,22,41,51,19,51
Cc000861,36,44,22,50,14,30,59,57,81,85
Cc000862,11,19,15,18,50,1,16,27,15,45
Cc000863,16,27,21,38,13,43,28,23,41,43
Cc000864,3,8,1,6,2,1,4,4,4,12
Cc000865,0,1,0,0,1,0,0,3,0,0
Cc000866,4,4,0,12,7,6,4,5,3,12
Cc000867,20,19,9,2,9,0,0,3,28,5
Cc000868,4,9,6,16,33,0,4,2,2,8
Cc000869,42,54,46,54,21,63,71,137,51,129
Cc000870,25,77,79,4,5,2,1,0,2,2
Cc000871,10,7,7,4,3,7,6,6,9,11
Cc000872,1,0,0,0,0,3,0,0,0,0
Cc000873,3,0,0,0,0,0,1,3,0,2
Cc000874,19,27,25,79,35,27,38,26,26,93
Cc000875,14,15,9,42,14,14,17,10,18,54
Cc000876,217,192,114,627,344,357,479,188,343,563
Cc000877,22,21,8,35,11,60,18,30,25,45
Cc000878,0,2,1,0,4,0,7,3,7,3
Cc000879,26,34,28,62,24,36,29,33,15,81
Cc000880,13,16,18,28,32,22,17,41,26,50
Cc000881,4,7,3,10,13,14,9,26,7,20
Cc000882,1,3,2,5,1,7,12,9,14,10
Cc000883,3,8,3,8,2,3,2,4,4,10
Cc000884,3,3,0,12,5,23,2,3,3,6
Cc000885,6,7,6,8,12,10,2,4,7,16
Cc000886,5,17,5,21,13,8,12,10,8,48
Cc000887,6,5,5,6,4,6,1,11,1,5
Cc000888,26,44,36,94,26,61,63,85,60,114
Cc000889,3,2,10,1,0,0,0,0,0,0
Cc000890,0,1,2,0,0,0,0,0,0,0
Cc000891,94,132,157,117,54,85,205,308,177,183
Cc000892,21,32,21,61,24,70,24,80,33,109
Cc000893,2,1,0,2,2,2,0,2,1,8
Cc000894,0,0,0,0,0,0,0,0,0,0
Cc000895,7,15,6,58,15,14,14,44,25,38
Cc000896,5,2,0,20,10,5,9,8,29,6
Cc000897,3,6,11,8,2,191,34,124,42,19
Cc000898,183,157,399,280,101,69,749,864,548,646
Cc000899,66,66,100,112,36,24,235,192,150,245
Cc000900,1,0,0,5,0,1,0,4,5,3
Cc000901,61,83,103,120,90,105,239,304,153,225
Cc000902,4,9,7,4,5,7,2,13,2,9
Cc000903,7,4,13,14,0,3,44,14,20,27
Cc000904,2,3,1,4,4,1,6,4,1,8
Cc000905,39,32,43,34,13,38,43,87,28,73
Cc000906,0,0,0,0,0,0,0,0,0,0
Cc000907,0,0,0,0,0,0,0,0,0,0
Cc000908,0,0,1,0,0,0,0,1,4,0
Cc000909,1,7,16,7,3,5,2,13,4,10
Cc000910,4,8,11,26,6,17,20,21,8,18
Cc000911,1,0,2,4,4,0,0,4,1,4
Cc000912,2,6,4,7,8,3,3,26,6,11
Cc000913,27,24,14,12,14,21,14,69,45,30
Cc000914,1,0,0,1,0,0,0,0,0,2
Cc000915,6,6,9,1,0,0,1,0,2,3
Cc000916,6,4,11,5,2,0,5,5,25,6
Cc000917,9,22,13,64,27,13,34,29,30,41
Cc000918,24,27,31,26,13,68,26,71,14,37
Cc000919,9,9,8,30,51,0,1,0,29,25
Cc000920,47,39,38,44,14,113,85,112,99,97
Cc000921,118,97,90,67,18,339,91,150,89,302
Cc000922,0,0,0,0,0,0,0,0,0,0
Cc000923,0,0,0,1,0,0,0,0,1,0
Cc000924,7,11,2,34,32,7,4,8,11,18
Cc000925,37,44,31,69,27,29,76,62,33,67
Cc000926,10,14,6,47,29,27,28,32,40,33
Cc000927,6,12,13,42,14,37,23,9,6,30
Cc000928,1,0,0,1,0,0,0,0,0,0
Cc000929,48,70,51,77,27,16,49,26,57,112
Cc000930,7,7,4,19,17,18,16,20,16,27
Cc000931,2,3,2,7,6,9,0,7,2,4
Cc000932,11,16,11,37,73,9,26,9,34,33
Cc000933,5,3,4,4,18,8,10,4,4,16
Cc000934,0,2,0,0,0,0,0,0,0,0
Cc000935,0,0,2,0,0,0,0,1,0,1
Cc000936,12,20,14,39,17,18,26,34,27,41
Cc000937,0,0,0,0,0,0,0,0,0,0
Cc000938,0,0,0,0,0,0,0,0,0,0
Cc000939,2,0,0,0,0,1,0,2,2,0
Cc000940,2,1,0,3,0,1,0,3,3,1
Cc000941,1,2,0,0,0,2,0,0,1,1
Cc000942,5,1,2,7,3,7,6,14,7,7
Cc000943,15,13,14,65,29,10,71,38,45,61
Cc000944,3,1,4,4,1,1,3,2,0,6
Cc000945,0,0,2,0,0,0,3,2,3,4
Cc000946,0,0,0,0,0,0,0,1,0,0
Cc000947,0,0,0,1,0,0,0,2,6,1
Cc000948,0,0,1,3,4,14,4,14,15,5
Cc000949,0,0,0,0,0,0,0,0,0,0
Cc000950,2,0,0,0,0,1,0,0,0,0
Cc000951,7,3,6,9,8,4,6,8,10,17
Cc000952,0,0,0,0,0,0,0,0,0,0
Cc000953,25,17,29,34,24,29,75,68,38,97
Cc000954,2,5,2,18,31,13,11,13,11,21
Cc000955,0,0,1,12,4,0,0,2,0,12
Cc000956,11,13,6,25,9,12,19,25,18,28
Cc000957,3,3,2,8,0,0,0,1,0,4
Cc000958,1,0,0,0,0,0,0,0,0,0
Cc000959,43,56,46,91,81,59,111,145,93,131
Cc000960,0,0,1,0,0,1,0,1,4,7
Cc000961,0,2,0,7,0,8,7,19,6,9
Cc000962,9,4,4,20,10,9,2,2,7,17
Cc000963,0,3,0,0,2,2,0,0,1,0
Cc000964,0,0,0,0,0,0,0,0,0,0
Cc000965,17,20,18,20,15,7,18,57,8,40
Cc000966,0,0,0,0,0,0,0,0,1,0
Cc000967,7,3,4,30,17,6,12,10,14,17
Cc000968,0,0,1,1,0,4,1,2,3,7
Cc000969,68,56,72,65,63,237,142,206,125,119
Cc000970,27,21,15,46,42,16,96,35,23,30
Cc000971,1,4,5,4,17,3,0,5,3,6
Cc000972,8,11,4,11,8,9,8,11,5,11
Cc000973,0,0,0,0,0,0,0,0,0,1
Cc000974,5,7,4,13,3,45,6,13,4,20
Cc000975,192,216,154,358,151,232,320,321,210,416
Cc000976,0,0,0,0,0,0,0,1,0,0
Cc000977,106,94,105,440,214,249,262,162,132,317
Cc000978,3,0,3,4,2,6,8,3,3,5
Cc000979,2,5,3,3,6,7,17,7,3,3
Cc000980,129,118,129,332,191,109,312,387,235,464
Cc000981,25,28,41,79,32,63,89,109,45,109
Cc000982,0,0,0,0,0,0,0,1,0,0
Cc000983,1,2,3,1,0,5,4,9,2,4
Cc000984,0,0,0,0,0,0,0,0,0,0
Cc000985,0,0,0,3,1,19,2,14,9,3
Cc000986,3,2,4,7,3,4,9,13,10,11
Cc000987,6,5,5,5,1,4,3,3,2,7
Cc000988,1,0,1,0,0,0,0,0,0,1
Cc000989,0,0,0,0,0,0,0,0,0,0
Cc000990,82,90,135,231,264,244,501,342,342,326
Cc000991,17,17,8,26,10,12,32,13,11,25
Cc000992,0,0,0,0,0,0,0,0,0,2
Cc000993,0,0,0,0,0,0,0,0,0,0
Cc000994,8,12,19,43,8,5,22,12,46,37
Cc000995,11,19,18,23,9,4,26,8,39,31
Cc000996,0,0,0,0,0,0,0,1,0,0
Cc000997,1,0,0,2,0,0,1,1,0,2
Cc000998,2,1,0,3,8,0,1,2,3,4
Cc000999,15,11,18,17,53,103,65,154,27,58
Cc001000,8,10,6,9,4,7,7,20,4,23
Cc001001,0,0,1,0,0,0,0,0,0,0
Cc001002,0,0,0,2,0,0,0,0,0,0
Cc001003,39,52,37,198,115,98,104,53,65,148
Cc001004,1,5,4,23,26,12,12,12,6,25
Cc001005,0,1,0,1,2,0,0,0,0,0
Cc001006,7,7,6,13,1,11,4,3,5,9
Cc001007,0,0,0,0,0,0,0,0,0,0
Cc001008,0,0,0,0,0,0,0,0,0,0
Cc001009,0,0,0,0,0,0,0,0,0,0
Cc001010,0,0,0,0,0,0,0,0,0,0
Cc001011,71,109,42,219,151,103,158,70,98,234
Cc001012,1,1,5,1,2,2,0,3,10,4
Cc001013,10,14,16,20,8,34,17,44,21,41
Cc001014,48,54,49,94,30,77,72,85,86,141
Cc001015,10,13,4,12,6,6,7,17,18,32
Cc001016,0,0,0,0,1,0,0,0,3,0
Cc001017,0,0,0,0,0,0,2,1,1,0
Cc001018,2,3,5,0,0,4,0,0,1,2
Cc001019,0,7,4,0,0,12,0,0,0,2
Cc001020,0,0,0,0,0,1,0,0,0,1
Cc001021,152,161,142,678,338,140,400,329,261,709
Cc001022,0,0,0,1,0,0,0,0,0,1
Cc001023,17,23,21,30,7,174,22,32,62,29
Cc001024,0,0,0,0,0,0,0,0,0,0
Cc001025,75,87,73,378,161,111,203,164,150,286
Cc001026,15,16,11,12,7,104,57,78,23,30
Cc001027,0,0,0,7,0,6,1,0,4,3
Cc001028,37,34,23,107,96,1889,53,126,158,242
Cc001029,5,6,7,4,2,17,11,10,1,11
Cc001030,0,0,1,0,0,0,0,0,0,0
Cc001031,0,0,0,0,5,1,1,1,0,0
Cc001032,0,0,0,0,0,0,0,0,0,3
Cc001033,7,4,3,35,14,15,12,13,20,30
Cc001034,31,30,31,74,30,36,36,59,45,85
Cc001035,38,54,52,84,37,60,121,89,57,92
Cc001036,25,32,31,111,61,38,189,77,56,73
Cc001037,9,15,12,24,8,28,32,24,22,40
Cc001038,0,0,0,0,0,1,0,0,0,1
Cc001039,1,1,2,1,4,2,3,3,16,11
Cc001040,4,5,3,7,4,5,21,12,8,8
Cc001041,61,135,102,0,6,0,0,0,0,0
Cc001042,0,0,0,0,0,0,0,1,3,0
Cc001043,76,95,88,63,46,92,238,142,112,151
Cc001044,2,1,4,15,13,5,10,15,6,16
Cc001045,7,4,4,12,12,2,5,5,19,19
Cc001046,12,30,15,51,66,35,41,41,60,76
Cc001047,0,0,0,0,0,0,0,0,0,0
Cc001048,0,0,0,0,0,0,0,0,0,0
Cc001049,0,0,0,0,0,0,0,1,0,0
Cc001050,31,53,51,71,35,74,82,85,61,142
Cc001051,341,358,363,435,171,639,699,699,642,493
Cc001052,15,21,10,26,12,16,27,37,26,40
Cc001053,2,3,4,17,0,11,4,0,5,11
Cc001054,1,4,0,1,3,0,4,1,0,4
Cc001055,1,1,0,5,0,2,1,3,1,4
Cc001056,1,3,1,20,7,3,4,7,5,13
Cc001057,1,6,1,1,1,7,3,7,1,4
Cc001058,0,0,1,0,0,0,0,0,0,0
Cc001059,11,3,7,14,17,12,1,8,10,19
Cc001060,4,6,4,4,23,0,9,14,7,11
Cc001061,168,148,94,186,396,143,156,211,225,311
Cc001062,53,59,76,435,243,1,263,106,123,374
Cc001063,0,0,0,0,0,0,0,0,0,0
Cc001064,2,0,0,1,13,1,0,2,2,4
Cc001065,1,1,0,3,5,0,5,0,0,47
Cc001066,3,2,4,16,8,0,28,26,10,14
Cc001067,16,9,15,10,6,15,38,25,8,24
Cc001068,1,5,3,7,2,12,13,14,4,25
Cc001069,76,62,58,183,57,86,177,179,143,172
Cc001070,3,1,0,12,1,2,0,4,3,8
