gene_name,Inter_16,Inter_17,Inter_18,Mature_25,Mature_26,Early_01,Early_02,Early_03,Early_04,Early_0A
Cc002487,26,11,25,75,18,21,37,34,71,103
Cc002488,88,114,91,137,41,141,74,141,89,296
Cc002489,15,31,29,30,23,17,20,9,27,27
Cc002490,19,55,44,7,4,10,5,22,8,31
Cc002491,17,30,19,33,16,31,54,41,30,41
Cc002492,7,7,8,21,21,11,23,15,3,17
Cc002493,0,0,0,1,0,0,0,0,0,0
Cc002494,0,0,0,0,0,0,0,0,0,0
Cc002495,0,0,0,0,0,0,0,0,0,0
Cc002496,5,9,7,13,4,37,58,20,17,41
Cc002497,5,11,8,8,7,23,6,10,10,15
Cc002498,17,32,21,23,9,4,0,12,19,17
Cc002499,15,22,17,38,26,45,41,77,29,40
Cc002500,12,16,7,67,23,1,67,28,27,58
Cc002501,2,4,2,4,1,3,3,2,2,8
Cc002502,0,0,0,0,0,0,0,0,0,0
Cc002503,6,14,19,9,4,25,5,37,18,20
Cc002504,23,14,12,4,6,10,5,63,10,35
Cc002505,42,32,17,193,115,33,140,39,53,102
Cc002506,34,58,46,118,39,1,52,53,68,56
Cc002507,12,18,7,13,3,3,9,14,6,17
Cc002508,3,6,1,6,7,15,0,20,25,10
Cc002509,11,15,19,92,33,19,28,21,60,43
Cc002510,5,5,5,13,8,6,10,1,16,24
Cc002511,17,19,24,51,26,26,77,52,36,60
Cc002512,9,12,5,23,4,8,7,17,6,4
Cc002513,2,0,0,5,0,3,4,7,1,7
Cc002514,11,12,6,12,1,18,25,34,40,26
Cc002515,0,0,1,0,0,4,3,5,3,3
Cc002516,109,95,89,114,98,95,267,200,170,200
Cc002517,9,29,9,30,19,19,14,23,18,42
Cc002518,34,66,34,387,167,43,58,53,157,253
Cc002519,11,12,6,12,3,6,31,12,4,23
Cc002520,26,29,29,98,71,20,78,60,46,101
Cc002521,6,23,5,11,10,19,11,14,22,17
Cc002522,1,2,4,18,8,13,4,1,3,11
Cc002523,8,7,14,15,8,23,27,14,12,17
Cc002524,3,1,0,4,2,4,15,7,5,4
Cc002525,10,13,13,29,20,19,33,19,13,25
Cc002526,1,2,5,24,9,13,8,10,5,20
Cc002527,0,0,0,0,0,0,0,0,2,0
Cc002528,8,3,5,11,9,9,15,28,9,24
Cc002529,7,23,9,11,2,27,13,29,12,22
Cc002530,5,5,4,8,15,17,3,3,15,16
Cc002531,11,2,0,3,1,3,2,13,9,10
Cc002532,0,0,1,1,1,0,2,1,1,3
Cc002533,14,10,13,16,6,56,2,12,11,33
Cc002534,35,12,8,30,4,5,0,7,14,22
Cc002535,11,10,3,11,10,4,12,9,12,22
Cc002536,4,0,2,8,12,2,18,11,9,2
Cc002537,6,9,4,7,4,0,6,4,2,8
Cc002538,4,5,12,11,3,13,8,8,8,19
Cc002539,0,0,0,0,0,0,0,0,0,0
Cc002540,2,0,1,5,2,2,6,14,9,24
Cc002541,0,0,0,11,26,4,19,29,14,43
Cc002542,0,0,0,0,0,0,0,0,0,0
Cc002543,3,5,6,1,1,2,2,3,7,4
Cc002544,20,26,24,90,47,37,44,27,51,125
Cc002545,0,1,2,4,2,0,6,3,5,3
Cc002546,17,23,27,41,50,60,90,35,47,64
Cc002547,28,14,38,66,20,51,72,71,55,72
Cc002548,47,36,49,85,20,23,53,26,95,78
Cc002549,3,13,3,14,10,14,10,19,10,9
Cc002550,6,9,8,42,13,6,8,12,20,28
Cc002551,7,7,5,32,24,9,15,23,12,30
Cc002552,5,10,3,10,8,4,17,7,14,13
Cc002553,34,55,36,133,97,34,85,87,105,159
Cc002554,13,19,13,48,31,17,22,10,46,43
Cc002555,13,12,13,8,2,23,6,25,6,39
Cc002556,71,109,40,110,140,0,15,17,27,50
Cc002557,21,31,16,47,50,15,47,48,38,62
Cc002558,12,18,8,11,4,22,14,38,31,23
Cc002559,2,2,0,5,4,9,1,8,0,2
Cc002560,2,3,0,7,0,0,4,2,1,4
Cc002561,2,1,1,5,7,9,0,3,2,3
Cc002562,1,0,0,4,1,0,0,1,0,0
Cc002563,1,1,1,0,0,0,0,0,1,0
Cc002564,11,18,8,97,7,0,35,5,26,60
Cc002565,4,3,2,5,2,78,4,0,0,0
Cc002566,12,15,4,72,1,18,44,6,28,94
Cc002567,1,1,0,0,0,0,0,0,0,0
Cc002568,0,0,0,4,5,2,0,7,2,4
Cc002569,3,2,1,15,8,13,10,22,3,29
Cc002570,1,1,3,15,13,234,5,55,31,41
Cc002571,0,3,7,5,3,20,11,2,5,4
Cc002572,4,5,6,0,11,25,10,2,17,11
Cc002573,7,2,4,3,5,4,3,7,24,7
Cc002574,0,4,0,4,0,1,2,0,1,0
Cc002575,3,5,1,20,3,38,14,6,7,18
Cc002576,0,2,1,1,0,0,0,2,0,1
Cc002577,4,4,2,8,6,0,4,3,9,4
Cc002578,25,32,31,252,122,74,90,73,48,247
Cc002579,0,0,0,2,0,2,2,1,0,1
Cc002580,2,3,1,6,10,0,6,4,0,3
Cc002581,0,1,0,1,0,19,0,1,2,1
Cc002582,0,0,0,0,0,0,0,0,1,0
Cc002583,4,7,4,2,0,21,5,10,7,4
Cc002584,0,0,0,0,0,0,0,0,0,1
Cc002585,4,9,3,18,2,8,12,16,9,17
Cc002586,1,0,0,0,0,0,1,0,1,0
Cc002587,12,14,6,2,1,0,0,1,1,4
Cc002588,10,7,12,10,10,21,68,25,16,30
Cc002589,60,48,75,128,65,399,98,61,92,97
Cc002590,0,0,0,0,0,0,0,0,0,0
Cc002591,0,0,0,0,0,0,0,0,0,1
Cc002592,0,0,0,0,0,0,0,0,0,0
Cc002593,0,0,0,0,0,0,0,0,0,0
Cc002594,0,0,0,0,0,0,0,0,0,0
Cc002595,9,12,7,29,88,47,68,44,28,46
Cc002596,89,52,59,120,28,1,108,85,68,153
Cc002597,16,21,12,35,10,19,26,30,18,18
Cc002598,43,51,31,50,21,38,117,94,64,54
Cc002599,19,22,22,61,17,27,53,63,63,50
Cc002600,2,0,2,0,0,4,0,5,0,4
Cc002601,3,6,2,10,0,5,0,4,4,12
Cc002602,0,0,0,0,0,3,0,0,2,0
Cc002603,47,44,37,71,26,105,34,38,52,105
Cc002604,41,45,65,199,31,60,143,129,99,271
Cc002605,40,42,50,126,32,36,82,105,110,118
Cc002606,54,67,68,81,46,83,92,217,78,128
Cc002607,4,5,2,16,37,0,2,10,18,34
Cc002608,3,6,2,5,9,0,19,19,7,5
Cc002609,5,7,4,12,0,9,22,8,6,13
Cc002610,50,60,56,85,53,161,202,143,208,130
Cc002611,1,2,0,8,1,6,1,1,2,8
Cc002612,0,0,0,0,0,0,0,1,0,0
Cc002613,26,24,57,25,18,36,31,147,34,49
Cc002614,1,2,1,0,0,1,0,3,1,4
Cc002615,1,0,0,1,0,0,0,0,0,1
Cc002616,2,1,0,0,0,0,0,3,0,0
Cc002617,0,0,0,0,0,0,0,0,0,1
Cc002618,0,0,1,0,0,0,0,0,0,0
Cc002619,0,0,0,0,0,0,0,0,0,0
Cc002620,0,0,0,0,0,0,0,0,0,0
Cc002621,9,22,12,11,21,33,24,32,10,28
Cc002622,12,15,2,13,22,2,2,2,2,15
Cc002623,0,0,0,0,0,0,0,0,0,0
Cc002624,0,0,1,0,0,4,0,1,0,0
Cc002625,0,0,0,0,0,0,0,0,0,0
Cc002626,0,0,0,0,0,11,0,0,0,1
Cc002627,0,1,0,0,0,0,0,0,0,1
Cc002628,0,0,0,0,0,0,0,0,0,0
Cc002629,10,7,12,26,16,7,4,8,24,34
Cc002630,12,21,11,44,27,15,26,21,17,23
Cc002631,65,53,22,436,272,70,114,43,65,314
Cc002632,2,2,0,2,3,21,6,14,5,14
Cc002633,3,2,1,22,2,0,5,0,1,7
Cc002634,0,0,0,0,0,0,0,0,0,0
Cc002635,23,23,9,46,10,57,16,36,36,85
Cc002636,6,18,15,23,8,13,31,20,25,22
Cc002637,5,7,2,8,1,2,7,3,1,3
Cc002638,16,11,20,47,67,25,34,39,32,116
Cc002639,6,17,10,22,6,19,24,25,27,23
Cc002640,11,16,9,11,3,21,7,14,13,13
Cc002641,0,0,0,0,0,0,0,0,0,0
Cc002642,0,0,0,0,0,0,0,0,0,0
Cc002643,26,26,12,40,18,52,72,46,23,71
Cc002644,7,11,9,11,0,5,6,12,15,10
Cc002645,42,43,44,139,52,82,208,142,167,167
Cc002646,2,5,0,3,0,2,3,3,0,4
Cc002647,8,20,14,9,8,12,11,16,13,28
Cc002648,0,0,0,0,0,0,1,0,1,0
Cc002649,36,54,36,61,15,84,49,102,64,97
Cc002650,1,0,1,2,0,2,0,0,0,0
Cc002651,6,3,6,7,4,7,5,8,21,19
Cc002652,28,51,55,35,31,9,49,35,2,33
Cc002653,0,0,1,0,16,5,0,25,5,5
Cc002654,0,0,0,0,0,0,0,0,0,0
Cc002655,5,7,6,13,5,3,23,12,6,9
Cc002656,5,8,5,12,18,12,19,13,25,25
Cc002657,4,7,3,2,6,1,2,4,5,3
Cc002658,9,8,17,29,41,19,12,17,40,40
Cc002659,6,12,7,11,10,11,7,9,17,15
Cc002660,8,8,10,29,9,26,23,29,16,47
Cc002661,24,13,10,45,20,19,20,20,54,49
Cc002662,1,2,1,1,5,36,0,3,4,6
Cc002663,6,19,12,13,3,19,48,36,31,21
Cc002664,1,2,2,4,3,17,3,4,1,4
Cc002665,16,15,24,25,6,10,32,53,31,50
Cc002666,2,10,4,0,5,19,0,3,6,2
Cc002667,0,1,0,0,0,4,0,1,0,0
Cc002668,0,0,1,3,0,0,0,2,0,3
Cc002669,10,9,1,2,3,10,5,9,4,15
Cc002670,18,9,15,78,47,20,58,36,26,48
Cc002671,0,0,0,0,0,0,0,0,0,0
Cc002672,0,2,0,13,1,9,3,0,2,3
Cc002673,0,0,0,0,0,0,0,0,0,0
Cc002674,7,10,4,22,1,15,0,5,11,23
Cc002675,1,0,1,3,2,0,0,0,1,5
Cc002676,4,3,5,10,2,9,1,12,7,4
Cc002677,1,2,1,0,0,0,1,5,4,2
Cc002678,3,2,6,3,3,2,6,4,6,3
Cc002679,26,10,35,53,10,31,70,56,54,61
Cc002680,0,0,0,0,0,0,0,0,0,0
Cc002681,0,0,0,1,0,0,1,2,0,0
Cc002682,7,9,14,14,6,34,94,138,38,72
Cc002683,0,0,0,0,0,0,0,0,0,0
Cc002684,6,2,5,8,2,12,21,25,6,18
Cc002685,6,8,13,29,4,13,23,12,16,23
Cc002686,14,14,19,39,17,24,54,42,33,38
Cc002687,10,15,8,26,19,19,28,21,23,31
Cc002688,1,2,3,5,3,2,3,4,7,5
Cc002689,0,0,0,0,0,0,0,0,0,0
Cc002690,1,1,0,2,3,6,0,2,2,3
Cc002691,28,36,36,54,25,107,37,136,118,81
Cc002692,141,126,44,268,300,37,81,67,105,217
Cc002693,5,2,1,7,10,21,10,22,22,12
Cc002694,0,0,0,0,0,0,6,0,1,1
Cc002695,8,8,3,9,6,13,4,10,4,9
Cc002696,0,0,0,2,0,0,0,0,0,0
Cc002697,0,2,1,1,3,14,0,10,1,5
Cc002698,5,7,6,11,19,6,1,3,3,7
Cc002699,18,20,18,65,20,133,60,38,28,71
Cc002700,4,10,0,18,23,7,48,37,29,15
Cc002701,0,2,0,2,0,0,0,0,0,0
Cc002702,0,0,0,0,0,7,0,0,0,2
Cc002703,1,2,1,2,0,1,0,1,1,2
Cc002704,15,24,17,64,57,102,39,38,27,107
Cc002705,0,0,2,0,2,3,0,0,0,0
Cc002706,0,0,0,0,0,0,1,0,0,0
Cc002707,3,3,0,26,14,3,11,6,20,19
Cc002708,9,5,7,21,4,12,18,26,2,18
Cc002709,44,60,51,369,102,123,178,114,114,399
Cc002710,1,2,7,6,4,3,9,2,8,8
Cc002711,0,0,0,0,0,0,0,0,0,1
Cc002712,1,2,2,7,7,6,7,2,6,13
Cc002713,17,16,16,27,2,31,8,15,24,33
Cc002714,0,0,0,0,0,1,0,0,0,0
Cc002715,6,2,0,1,2,14,0,4,3,7
Cc002716,9,22,8,12,11,10,5,8,21,14
Cc002717,7,5,1,11,10,4,2,5,8,10
Cc002718,84,142,103,30,17,49,28,31,45,58
Cc002719,16,21,11,34,32,35,56,37,21,60
Cc002720,17,16,10,35,16,15,46,39,16,37
Cc002721,1,1,2,2,1,4,2,4,4,4
Cc002722,10,18,11,19,8,27,40,39,39,56
Cc002723,19,27,40,31,5,61,89,84,21,65
Cc002724,29,38,19,65,11,19,35,63,94,60
Cc002725,71,72,72,82,34,78,160,142,43,128
Cc002726,36,44,22,60,36,0,1,2,46,22
Cc002727,26,31,39,28,13,0,0,0,271,19
Cc002728,16,11,6,64,26,7,54,35,32,40
Cc002729,1,0,3,3,0,1,0,2,0,1
Cc002730,4,13,3,4,1,6,14,3,4,12
Cc002731,6,4,10,3,0,0,2,5,2,4
Cc002732,3,1,2,0,0,6,4,10,0,0
Cc002733,0,0,1,1,0,1,1,5,9,0
Cc002734,52,29,43,74,35,49,121,105,158,234
Cc002735,1,3,2,4,0,1,2,4,4,17
Cc002736,1,5,4,5,10,7,12,8,12,11
Cc002737,0,0,1,0,0,0,1,0,1,0
Cc002738,0,0,0,0,0,567,0,0,3,4
Cc002739,1,0,0,0,0,1,0,0,1,1
Cc002740,8,12,19,69,3,20,34,48,25,84
Cc002741,22,12,25,82,29,41,92,52,45,64
Cc002742,3,14,1,0,6,9,0,7,3,8
Cc002743,8,9,13,4,1,19,27,6,7,17
Cc002744,60,62,78,68,26,53,98,89,107,114
Cc002745,62,50,20,60,24,0,0,0,5,8
Cc002746,0,0,0,0,0,0,0,0,0,0
Cc002747,9,9,13,33,16,4,0,8,35,2
Cc002748,3,2,0,2,0,0,0,0,8,3
Cc002749,23,24,32,28,9,16,48,73,27,76
Cc002750,106,145,105,93,11,116,164,105,73,174
Cc002751,3,6,2,3,0,5,4,3,5,4
Cc002752,22,39,19,29,35,33,32,61,31,41
Cc002753,15,9,8,6,4,16,14,29,13,30
Cc002754,23,13,17,116,46,36,52,82,31,272
Cc002755,36,29,74,35,39,34,66,151,64,120
Cc002756,0,0,0,4,1,1,4,0,1,7
Cc002757,0,0,0,0,0,0,0,0,0,0
Cc002758,9,16,11,21,18,53,29,12,29,20
Cc002759,1,0,0,1,0,1,0,0,0,0
Cc002760,0,0,0,0,0,3,1,0,0,2
Cc002761,1,3,1,2,2,0,1,2,2,3
Cc002762,12,18,8,24,8,10,25,23,36,29
Cc002763,1,3,2,18,8,3,6,6,5,10
Cc002764,18,15,15,121,38,0,67,41,40,121
Cc002765,0,0,0,1,0,0,0,0,0,0
Cc002766,0,0,0,0,0,0,0,0,0,0
Cc002767,17,9,4,9,2,15,9,25,20,54
Cc002768,2,16,6,8,9,8,8,16,22,18
Cc002769,0,0,1,0,0,0,0,0,1,1
Cc002770,3,1,1,0,8,0,0,0,0,0
Cc002771,0,0,0,1,0,0,0,0,2,2
Cc002772,30,32,7,179,54,28,316,42,101,193
Cc002773,5,4,7,6,3,3,15,9,6,14
Cc002774,0,0,0,0,1,0,0,0,3,0
Cc002775,0,0,2,0,0,0,2,6,4,2
Cc002776,69,87,64,149,16,13,316,108,273,166
Cc002777,0,0,0,0,0,0,0,0,0,0
Cc002778,0,0,1,0,0,0,10,5,1,1
Cc002779,0,0,0,7,16,3,31,4,2,3
Cc002780,0,0,0,0,0,0,0,1,0,0
Cc002781,5,5,25,10,2,14,10,14,12,10
Cc002782,46,24,36,34,8,24,49,66,55,64
Cc002783,36,36,24,68,36,54,56,61,27,73
Cc002784,64,71,71,96,13,10,167,108,70,166
Cc002785,4,4,3,3,13,0,0,3,7,5
Cc002786,7,26,11,14,39,22,11,38,72,60
Cc002787,313,322,280,934,222,24,1340,323,567,874
Cc002788,27,25,16,84,35,39,88,30,84,72
Cc002789,0,0,0,0,0,0,0,0,0,0
Cc002790,0,0,0,0,0,0,0,0,0,0
Cc002791,7,5,9,24,21,39,16,23,25,45
Cc002792,2,6,0,3,5,17,6,5,2,4
Cc002793,49,78,30,85,54,0,58,55,52,120
Cc002794,0,0,0,0,0,0,0,0,0,0
Cc002795,0,0,0,0,3,0,0,0,0,0
Cc002796,45,67,60,200,38,10,40,75,30,133
Cc002797,6,5,0,17,3,16,16,4,10,10
Cc002798,86,72,43,1911,311,44,2456,219,385,1140
Cc002799,14,13,18,33,17,19,9,50,31,48
Cc002800,12,5,2,25,12,3,13,14,4,20
Cc002801,0,0,1,14,0,0,21,11,4,20
Cc002802,1,2,1,5,4,1,3,10,16,10
Cc002803,55,54,41,67,29,122,99,110,60,128
Cc002804,4,9,6,16,1,9,15,6,6,17
Cc002805,0,0,0,0,0,0,0,0,0,0
Cc002806,20,17,16,16,15,29,68,51,25,32
Cc002807,34,35,59,46,23,72,66,86,82,80
Cc002808,51,47,46,77,32,59,112,156,166,118
Cc002809,63,66,56,53,17,59,85,133,85,97
Cc002810,11,19,21,14,13,37,35,99,43,57
Cc002811,13,23,28,23,27,51,50,156,55,55
Cc002812,12,10,8,71,26,10,35,32,28,69
Cc002813,4,6,7,54,66,7,134,59,21,97
Cc002814,14,45,35,45,13,40,74,57,31,99
Cc002815,8,19,11,28,12,10,15,32,21,46
Cc002816,16,15,8,9,13,32,14,23,72,23
Cc002817,19,24,19,37,10,41,48,44,34,46
Cc002818,0,0,1,0,0,0,0,1,0,0
Cc002819,18,39,24,185,83,27,40,46,41,110
Cc002820,68,89,68,106,35,16,114,156,94,140
Cc002821,6,11,8,22,16,5,14,14,5,14
Cc002822,0,0,0,0,0,0,0,0,0,0
Cc002823,1,3,0,4,2,0,0,0,9,0
Cc002824,0,0,0,0,0,10,0,3,0,0
Cc002825,2,2,1,2,0,3,0,0,0,0
Cc002826,0,0,0,0,0,0,0,0,0,4
Cc002827,29,17,16,41,21,51,30,60,27,49
Cc002828,18,17,9,37,13,27,20,24,32,27
Cc002829,18,12,22,53,13,24,39,93,49,182
Cc002830,24,11,43,22,6,60,14,174,86,76
Cc002831,0,0,1,4,0,39,4,2,1,8
Cc002832,19,19,28,72,22,54,119,137,77,228
Cc002833,0,0,0,2,0,0,1,1,0,1
Cc002834,5,5,18,4,2,5,0,11,7,18
Cc002835,3,10,11,11,6,120,31,45,22,35
Cc002836,0,7,0,5,5,40,57,39,39,12
Cc002837,0,0,0,0,0,0,0,0,0,0
Cc002838,182,198,74,305,152,20,69,70,525,84
Cc002839,0,0,0,0,0,50,0,30,0,2
Cc002840,0,0,0,0,0,2,1,16,0,0
Cc002841,0,0,0,0,0,0,0,0,0,0
Cc002842,0,10,3,3,10,10,1,11,8,11
Cc002843,1,3,2,9,16,1,2,4,6,15
Cc002844,18,36,21,18,22,27,37,76,22,36
Cc002845,2,5,3,4,22,14,9,6,4,15
Cc002846,2,1,1,0,0,1,0,2,2,3
Cc002847,1,5,1,1,2,6,6,5,2,10
Cc002848,1,0,0,14,11,0,0,0,7,2
Cc002849,1,0,6,0,1,0,0,0,2,0
Cc002850,90,107,80,265,126,0,57,40,154,85
Cc002851,10,9,8,20,8,23,12,17,8,17
Cc002852,0,4,5,0,0,0,0,3,3,2
Cc002853,1,0,0,2,1,35,0,2,0,0
Cc002854,24,26,45,64,14,58,50,101,78,121
Cc002855,2,4,10,22,4,16,1,8,19,4
Cc002856,36,57,51,113,37,51,125,94,101,90
Cc002857,7,9,2,17,16,0,8,0,11,18
Cc002858,8,20,24,24,21,22,26,26,39,50
Cc002859,58,43,46,27,15,76,48,52,32,87
Cc002860,3,1,2,1,0,0,0,2,1,1
Cc002861,4,2,1,0,0,0,0,0,2,0
Cc002862,15,17,13,30,21,31,19,25,34,45
Cc002863,2,1,3,12,7,4,2,8,9,30
Cc002864,0,0,0,1,0,0,0,0,0,0
Cc002865,0,0,0,0,0,0,0,0,0,0
Cc002866,0,0,1,0,1,2,0,1,0,2
Cc002867,34,50,40,108,58,118,91,82,97,135
Cc002868,13,15,1,10,2,8,7,7,10,11
Cc002869,3,6,8,3,3,5,13,20,10,10
Cc002870,1,1,1,7,0,4,46,7,7,41
Cc002871,31,31,29,71,23,49,46,109,22,68
Cc002872,0,1,0,2,1,3,20,9,1,1
Cc002873,16,12,37,21,0,45,57,90,31,114
Cc002874,0,0,0,0,0,1,0,2,1,2
Cc002875,8,15,7,15,4,11,32,17,22,20
Cc002876,5,8,4,21,14,4,17,12,16,27
Cc002877,3,11,3,5,4,9,2,20,8,20
Cc002878,7,5,3,5,3,26,3,10,1,7
Cc002879,0,0,1,0,1,0,0,3,0,6
Cc002880,0,1,0,0,6,0,0,0,0,1
Cc002881,6,7,2,6,7,3,0,1,3,1
Cc002882,3,2,1,3,4,0,5,6,5,3
Cc002883,14,13,15,45,8,27,31,25,18,65
Cc002884,4,6,3,2,2,0,2,9,2,5
Cc002885,1,1,1,2,0,3,0,7,1,2
Cc002886,3,9,11,3,11,2,7,6,7,9
Cc002887,1,0,4,2,0,6,1,1,2,1
Cc002888,0,0,0,0,0,0,0,0,0,1
Cc002889,1,4,1,18,11,3,2,3,1,6
Cc002890,31,23,44,24,12,78,118,91,25,70
Cc002891,4,4,1,1,2,10,1,2,2,4
Cc002892,4,4,3,55,16,0,3,8,3,51
Cc002893,6,3,8,4,2,5,3,4,13,11
Cc002894,46,66,25,207,107,23,51,52,63,147
Cc002895,41,41,21,43,16,182,70,57,39,100
Cc002896,12,12,9,14,14,14,8,24,16,19
Cc002897,4,0,5,2,1,4,2,4,4,6
Cc002898,2,2,4,9,6,0,3,2,9,5
Cc002899,6,10,14,43,12,4,19,23,13,33
Cc002900,100,109,58,187,126,41,266,78,113,115
Cc002901,11,9,7,29,12,14,28,34,41,31
Cc002902,56,72,48,82,49,60,77,147,103,143
Cc002903,33,44,27,90,49,112,61,47,43,88
Cc002904,0,0,0,0,0,0,0,0,0,0
Cc002905,98,115,122,145,67,239,309,277,243,266
Cc002906,4,1,2,7,0,5,7,3,12,9
Cc002907,54,53,53,67,51,57,169,106,123,76
Cc002908,7,7,11,19,5,13,26,16,32,31
Cc002909,11,21,15,80,13,28,44,31,37,48
Cc002910,0,0,1,1,0,0,0,2,1,2
Cc002911,8,6,9,18,19,26,19,18,27,44
Cc002912,15,7,18,40,27,20,28,43,29,50
Cc002913,14,26,7,18,11,13,18,25,10,27
Cc002914,23,27,15,21,10,17,14,35,30,54
Cc002915,62,46,52,101,21,72,135,89,73,101
Cc002916,87,83,44,90,49,58,147,123,151,165
Cc002917,45,82,88,109,94,89,15,33,41,98
Cc002918,14,21,5,21,15,9,13,18,17,25
Cc002919,11,21,20,52,21,16,56,33,39,42
Cc002920,96,90,68,63,6,96,129,93,75,107
Cc002921,21,21,16,30,7,30,34,40,23,34
Cc002922,8,8,15,16,6,14,29,12,10,6
Cc002923,33,34,34,32,30,59,31,89,33,65
Cc002924,0,3,1,0,0,0,0,0,0,0
Cc002925,123,102,104,134,42,399,384,182,133,274
Cc002926,32,30,22,154,65,61,129,31,24,118
Cc002927,2,2,2,0,0,70,2,1,1,8
Cc002928,24,33,13,36,8,22,21,31,23,45
Cc002929,29,33,23,44,17,12,42,44,22,50
Cc002930,2,4,2,23,8,3,12,4,5,9
Cc002931,0,7,2,2,2,0,4,7,4,6
Cc002932,3,5,11,26,20,4,19,8,16,31
Cc002933,5,5,4,0,2,0,2,4,7,10
Cc002934,7,6,2,4,3,3,7,7,5,18
Cc002935,36,50,52,65,21,68,124,145,114,116
Cc002936,18,23,30,54,30,39,22,50,36,64
Cc002937,10,5,5,36,11,21,5,29,8,36
Cc002938,4,5,7,26,10,11,7,7,8,10
Cc002939,26,21,9,89,76,18,70,28,20,81
Cc002940,17,18,20,44,20,31,83,81,40,70
Cc002941,1,0,0,0,0,0,0,0,0,0
Cc002942,8,12,15,36,15,20,21,47,26,33
Cc002943,3,9,3,9,2,9,6,13,2,11
Cc002944,0,0,0,1,1,1,0,1,0,0
Cc002945,21,19,27,113,54,61,121,35,34,80
Cc002946,6,11,10,15,4,98,9,14,7,39
Cc002947,17,13,6,19,12,44,32,22,34,26
Cc002948,26,40,54,45,5,37,19,96,25,58
Cc002949,45,61,44,103,64,54,113,111,139,97
Cc002950,0,1,0,0,0,1,1,1,0,0
Cc002951,18,11,22,11,6,12,34,56,7,53
Cc002952,8,8,7,18,3,15,26,30,17,26
Cc002953,4,5,5,7,2,36,2,10,22,8
Cc002954,0,0,0,0,0,0,0,0,0,0
Cc002955,3,2,1,7,5,6,29,10,4,8
Cc002956,4,6,10,12,4,15,9,26,8,25
Cc002957,8,15,6,19,9,24,23,25,32,35
Cc002958,0,6,1,16,0,0,0,0,7,2
Cc002959,1,6,1,3,0,1,0,1,0,2
Cc002960,3,1,1,0,0,4,2,3,34,0
Cc002961,10,23,20,11,19,29,46,52,35,38
Cc002962,0,0,0,0,0,2,0,0,0,0
Cc002963,0,0,0,0,0,0,0,0,0,0
Cc002964,3,4,2,8,2,1,0,0,2,4
Cc002965,0,0,0,0,0,38,0,0,0,0
Cc002966,26,32,19,77,62,41,90,56,65,90
Cc002967,1,1,0,2,0,0,0,1,2,4
Cc002968,29,39,11,63,34,124,7,15,79,134
Cc002969,0,0,0,0,0,0,1,1,0,0
Cc002970,1,0,0,0,1,1,1,2,0,2
Cc002971,3,4,5,51,20,139,8,5,27,181
Cc002972,30,45,44,98,21,87,104,77,89,153
Cc002973,16,21,32,58,37,41,48,100,79,96
Cc002974,21,19,19,26,26,3,12,14,14,19
Cc002975,53,71,54,101,23,33,91,45,59,76
Cc002976,24,25,7,27,7,13,107,16,20,21
Cc002977,13,7,15,25,13,3,36,13,12,50
Cc002978,2,2,3,4,9,9,11,7,4,12
Cc002979,3,2,8,9,2,7,3,20,28,25
Cc002980,4,9,11,28,10,4,8,10,21,24
Cc002981,3,5,6,57,23,0,9,28,8,135
Cc002982,6,0,8,2,0,2,1,57,4,11
Cc002983,16,35,20,21,2,0,2,4,22,17
Cc002984,1,4,2,1,0,0,15,6,4,7
Cc002985,0,1,0,2,10,0,4,6,8,5
Cc002986,101,137,88,357,177,96,97,207,162,305
Cc002987,6,16,8,41,16,9,12,16,17,31
Cc002988,1,0,0,0,1,0,0,0,0,0
Cc002989,0,0,0,0,0,0,0,0,0,0
Cc002990,3,15,8,17,12,22,26,29,28,46
Cc002991,1,0,0,1,0,0,0,0,0,2
Cc002992,58,53,55,83,34,61,143,186,82,164
Cc002993,0,2,0,6,2,0,4,13,1,3
Cc002994,12,20,19,19,8,22,13,33,21,26
Cc002995,2,4,2,4,0,14,3,8,5,6
Cc002996,17,18,23,46,11,54,22,69,17,65
Cc002997,0,1,0,2,1,2,3,0,2,5
Cc002998,4,9,7,9,1,0,1,6,4,6
Cc002999,3,2,2,14,4,5,8,7,6,30
Cc003000,2,4,5,15,5,9,27,8,9,14
Cc003001,4,5,1,4,1,11,0,4,7,6
Cc003002,0,0,0,0,1,3,0,0,0,0
Cc003003,20,21,31,25,17,42,39,69,65,41
Cc003004,29,31,36,28,27,44,50,51,42,54
Cc003005,0,0,0,0,0,0,0,0,0,0
Cc003006,69,111,42,138,78,30,48,44,87,115
Cc003007,26,19,37,24,9,25,11,39,19,48
Cc003008,10,13,12,21,10,25,44,67,37,37
Cc003009,6,14,10,12,8,9,7,26,11,22
Cc003010,27,39,18,36,39,32,161,45,52,36
Cc003011,7,1,5,13,5,9,2,9,7,11
Cc003012,44,51,45,63,46,50,104,96,116,106
Cc003013,22,13,20,41,11,54,41,26,22,48
Cc003014,9,10,6,36,0,0,108,6,20,67
Cc003015,4,3,5,6,0,5,0,4,3,5
Cc003016,18,13,22,15,3,20,37,42,73,50
Cc003017,5,1,1,2,2,2,2,6,0,6
Cc003018,12,26,10,31,22,18,39,23,36,29
Cc003019,27,27,22,23,9,67,60,43,41,48
Cc003020,0,0,0,6,1,33,0,1,3,13
Cc003021,12,11,7,110,32,19,13,28,25,69
